window_label,event_type,detected_index,published_index,detected_age_ka,published_age_ka,age_error_ka,abs_age_error_ka,tolerance_ka,d_cut,sigma_cut,change_cut_setting
0.6-4,strong_monsoon_start,6,202,35.53275,35.6,-0.06725000000000136,0.06725000000000136,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,26,220,149.12,149.05,0.06999999999999318,0.06999999999999318,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,2,198,23.75625,23.685,0.0712500000000027,0.0712500000000027,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,57,253,377.3215,377.25,0.07150000000001455,0.07150000000001455,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,38,232,192.575,192.65,-0.07500000000001705,0.07500000000001705,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,42,236,230.6724032681964,230.75,-0.07759673180359528,0.07759673180359528,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,67,263,472.626600937941,472.75,-0.12339906205897933,0.12339906205897933,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,9,205,43.49125,43.615,-0.12375000000000114,0.12375000000000114,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,85,280,629.9672499999999,630.1,-0.13275000000010095,0.13275000000010095,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,58,254,390.95164671575753,390.8,0.1516467157575221,0.1516467157575221,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,37,231,190.485,190.65,-0.16499999999999204,0.16499999999999204,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,50,245,316.44,316.25,0.18999999999999773,0.18999999999999773,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,69,265,503.94836978568867,504.15,-0.201630214311308,0.201630214311308,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,84,279,627.62725,627.4,0.22725000000002638,0.22725000000002638,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,39,233,199.13,198.85,0.28000000000000114,0.28000000000000114,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,80,274,583.2346,582.95,0.2845999999999549,0.2845999999999549,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,11,207,54.03225,53.745,0.2872500000000002,0.2872500000000002,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,53,249,351.4475,351.15,0.29750000000001364,0.29750000000001364,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,63,259,449.7844123349564,449.45,0.33441233495642564,0.33441233495642564,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,22,217,108.19684638607484,108.55,-0.35315361392515854,0.35315361392515854,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,23,218,128.939,128.55,0.3889999999999816,0.3889999999999816,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,44,238,248.77550000000002,248.35,0.42550000000002797,0.42550000000002797,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,83,278,626.0952,625.65,0.4451999999999998,0.4451999999999998,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,79,273,580.7837,580.3,0.4836999999999989,0.4836999999999989,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,48,242,273.5077,272.85,0.6576999999999771,0.6576999999999771,0.8,0.7,1.5,default
0.6-4,strong_monsoon_start,43,237,242.40550000000002,241.65,0.755500000000012,0.755500000000012,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,92,286,26.65,26.65,0.0,0.0,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,110,305,98.65,98.65,0.0,0.0,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,121,316,166.8,166.8,0.0,0.0,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,97,291,34.749750000000006,34.75,-0.0002499999999940883,0.0002499999999940883,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,90,284,12.77875,12.779,-0.00024999999999941735,0.00024999999999941735,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,108,302,77.50971874999999,77.51,-0.0002812500000146656,0.0002812500000146656,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,88,283,3.49957375,3.5,-0.00042624999999985036,0.00042624999999985036,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,109,304,88.4242,88.425,-0.0007999999999981355,0.0007999999999981355,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,94,288,30.421,30.42,0.0009999999999976694,0.0009999999999976694,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,105,299,56.318749999999994,56.32,-0.0012500000000059686,0.0012500000000059686,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,95,289,31.972749999999998,31.975,-0.002250000000003638,0.002250000000003638,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,96,290,33.417500000000004,33.42,-0.0024999999999977263,0.0024999999999977263,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,114,310,135.5525,135.55,0.0024999999999977263,0.0024999999999977263,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,91,285,24.5925,24.59,0.002500000000001279,0.002500000000001279,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,103,297,48.8637,48.86,0.003700000000002035,0.003700000000002035,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,175,365,569.4961000000001,569.5,-0.0038999999999305146,0.0038999999999305146,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,133,326,228.64578952007938,228.65,-0.00421047992062995,0.00421047992062995,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,93,287,28.62925,28.625,0.004249999999998977,0.004249999999998977,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,151,341,364.34450000000004,364.35,-0.005499999999983629,0.005499999999983629,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,168,358,521.93825,521.95,-0.011750000000006366,0.011750000000006366,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,139,331,256.0625,256.05,0.012499999999988631,0.012499999999988631,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,144,337,318.0365,318.05,-0.013500000000021828,0.013500000000021828,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,126,320,187.765,187.75,0.014999999999986358,0.014999999999986358,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,174,364,560.4336,560.45,-0.016400000000089676,0.016400000000089676,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,150,340,349.5665,349.55,0.01650000000000773,0.01650000000000773,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,140,332,259.629,259.65,-0.020999999999958163,0.020999999999958163,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,179,368,628.8722,628.85,0.022199999999998,0.022199999999998,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,111,307,106.32726807281256,106.35,-0.02273192718743644,0.02273192718743644,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,163,351,460.1738446064876,460.15,0.023844606487614328,0.023844606487614328,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,128,322,193.275,193.25,0.025000000000005684,0.025000000000005684,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,157,346,398.8242668639125,398.85,-0.025733136087524144,0.025733136087524144,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,164,352,467.37594293626796,467.35,0.02594293626793842,0.02594293626793842,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,160,348,442.9236302395691,442.95,-0.026369760430895894,0.026369760430895894,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,123,317,171.01999999999998,171.05,-0.03000000000002956,0.03000000000002956,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,152,342,367.3805,367.35,0.03049999999996089,0.03049999999996089,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,112,308,117.41724390302811,117.45,-0.03275609697189452,0.03275609697189452,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,99,293,39.9567,39.99,-0.033300000000004104,0.033300000000004104,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,141,333,276.91610000000003,276.95,-0.03389999999996007,0.03389999999996007,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,118,313,158.985,158.95,0.03500000000002501,0.03500000000002501,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,169,359,534.96475,535.0,-0.0352500000000191,0.0352500000000191,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,181,370,635.16125,635.2,-0.03875000000005002,0.03875000000005002,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,130,324,209.21,209.25,-0.03999999999999204,0.03999999999999204,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,102,296,45.688,45.73,-0.041999999999994486,0.041999999999994486,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,107,301,73.39975,73.35,0.04975000000000307,0.04975000000000307,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,136,328,246.3985,246.45,-0.0514999999999759,0.0514999999999759,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,127,321,191.805,191.75,0.05500000000000682,0.05500000000000682,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,115,311,142.49099999999999,142.55,-0.05900000000002592,0.05900000000002592,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,116,312,144.0105,143.95,0.06050000000001887,0.06050000000001887,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,104,298,55.16625,55.23,-0.06374999999999886,0.06374999999999886,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,98,292,36.678,36.605,0.0730000000000004,0.0730000000000004,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,132,325,221.02880523543064,220.95,0.0788052354306501,0.0788052354306501,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,100,294,42.3922,42.475,-0.08279999999999887,0.08279999999999887,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,125,319,179.735,179.65,0.08500000000000796,0.08500000000000796,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,173,363,557.0373500000001,556.95,0.08735000000001492,0.08735000000001492,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,129,323,201.265,201.15,0.11499999999998067,0.11499999999998067,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,138,330,252.2665,252.15,0.11650000000000205,0.11650000000000205,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,171,361,552.8218,552.7,0.12180000000000746,0.12180000000000746,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,145,338,324.273,324.15,0.1230000000000473,0.1230000000000473,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,101,295,44.304249999999996,44.44,-0.1357500000000016,0.1357500000000016,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,124,318,174.70999999999998,174.85,-0.14000000000001478,0.14000000000001478,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,172,362,554.3449,554.2,0.1449000000000069,0.1449000000000069,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,165,353,475.20481637943385,475.35,-0.14518362056617207,0.14518362056617207,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,137,329,249.8965,250.05,-0.15350000000000819,0.15350000000000819,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,119,314,162.0,162.2,-0.19999999999998863,0.19999999999998863,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,156,345,378.8515,378.65,0.20150000000001,0.20150000000001,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,162,350,457.5713754213539,457.35,0.22137542135385502,0.22137542135385502,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,182,372,638.97825,639.2,-0.22175000000004275,0.22175000000004275,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,153,343,369.307,369.55,-0.242999999999995,0.242999999999995,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,167,355,500.3443589192743,500.1,0.24435891927430475,0.24435891927430475,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,161,349,453.79803214260227,453.55,0.2480321426022556,0.2480321426022556,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,154,344,371.6965,371.95,-0.2534999999999741,0.2534999999999741,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,147,339,341.413,341.15,0.26300000000003365,0.26300000000003365,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,120,315,165.42000000000002,165.15,0.27000000000001023,0.27000000000001023,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,159,347,430.43603283111156,430.15,0.2860328311115836,0.2860328311115836,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,113,309,120.84026548640617,120.55,0.2902654864061702,0.2902654864061702,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,134,327,234.46494667593333,234.0,0.4649466759333336,0.4649466759333336,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,180,369,631.7891,632.3,-0.5108999999999924,0.5108999999999924,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,106,300,70.1533,69.575,0.5782999999999987,0.5782999999999987,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,166,354,479.64401584020396,479.05,0.5940158402039515,0.5940158402039515,0.8,0.7,1.5,default
0.6-4,weak_monsoon_start,176,366,590.56005,589.8,0.760050000000092,0.760050000000092,0.8,0.7,1.5,default
