order,start_time_ka_BP,original_value_in_table,transition_type,ks_window_kyr,relation_to_other_ks_window,paired_other_window_age_ka,difference_0p4_minus_0p6_ka,source_table,source_pdf_page,source_row_index_in_table,published_start_age_ka,event_index,event_type,event_label,event_short_label,color,source,age_error_2sigma_kyr,age_sigma_kyr,sampling_lower_bound_ka,sampling_upper_bound_ka,sampling_bound_width_ka,truncated_gaussian_mass_kept,rank_lower_midpoint_ka,rank_upper_midpoint_ka
67,375.95,375.95,strong_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,7,143,375.95,67,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,3.2404530201695816,1.6202265100847908,373.35,376.7,3.349999999999966,0.62400295457186,373.35,376.7
68,377.45,377.45,strong_monsoon_start,0.4-4,date_shifted_relative_to_other_window,377.25,0.2,Rousseau et al. 2023 Scientific Reports Table 1,7,144,377.45,68,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,3.255689599150716,1.627844799575358,376.7,380.70568959915073,4.005689599150742,0.654754379327813,376.7,384.125
69,390.8,390.8,strong_monsoon_start,0.4-4,common_same_date,390.8,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,146,390.8,69,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,3.3944907535140523,1.6972453767570261,387.40550924648596,392.20000000000005,4.794490753514083,0.7725260316568885,384.125,392.20000000000005
70,393.6,393.6,strong_monsoon_start,0.4-4,common_same_date,393.6,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,147,393.6,70,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,3.4243450302434435,1.7121725151217217,392.20000000000005,397.02434503024347,4.824345030243421,0.7704783630998869,392.20000000000005,402.925
71,412.25,412.25,strong_monsoon_start,0.4-4,common_same_date,412.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,149,412.25,71,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,3.6300070194873943,1.8150035097436972,408.6199929805126,415.8800070194874,7.260014038974759,0.9544997361036407,402.925,419.15
72,426.05,426.05,strong_monsoon_start,0.4-4,common_same_date,426.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,150,426.05,72,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,3.7900968274572677,1.8950484137286339,422.25990317254275,429.8400968274573,7.580193654914524,0.9544997361036414,419.15,436.725
73,447.4,447.4,strong_monsoon_start,0.4-4,common_same_date,447.4,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,153,447.4,73,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,4.051794035846466,2.025897017923233,443.3482059641535,448.42499999999995,5.076794035846433,0.6708035429480448,436.725,448.42499999999995
74,449.45,449.45,strong_monsoon_start,0.4-4,common_same_date,449.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,154,449.45,74,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,4.077853500673136,2.038926750336568,448.42499999999995,453.52785350067313,5.102853500673177,0.6696676988875719,448.42499999999995,454.17499999999995
75,458.9,458.9,strong_monsoon_start,0.4-4,common_same_date,458.9,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,157,458.9,75,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,4.200164815679179,2.1000824078395897,454.6998351843208,461.025,6.325164815679159,0.821448578084663,454.17499999999995,461.025
76,463.15,463.15,strong_monsoon_start,0.4-4,common_same_date,463.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,159,463.15,76,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,4.2563619340238965,2.1281809670119483,461.025,464.54999999999995,3.5249999999999773,0.5856619431588093,461.025,464.54999999999995
77,465.95,465.95,strong_monsoon_start,0.4-4,common_same_date,465.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,160,465.95,77,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,4.293796321604376,2.146898160802188,464.54999999999995,469.35,4.800000000000068,0.6861995639712866,464.54999999999995,469.35
78,472.75,472.75,strong_monsoon_start,0.4-4,common_same_date,472.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,162,472.75,78,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,4.3860848208556185,2.1930424104278092,469.35,477.1360848208556,7.786084820855592,0.9167220151192625,469.35,478.2
79,483.65,483.65,strong_monsoon_start,0.4-4,date_shifted_relative_to_other_window,484.15,-0.5,Rousseau et al. 2023 Scientific Reports Table 1,8,165,483.65,79,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,4.538173851300738,2.269086925650369,479.11182614869927,488.1881738513007,9.076347702601424,0.9544997361036405,478.2,493.9
80,504.15,504.15,strong_monsoon_start,0.4-4,common_same_date,504.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,167,504.15,80,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,4.838644475763907,2.4193222378819534,499.3113555242361,508.98864447576386,9.677288951527771,0.9544997361036407,493.9,517.95
81,531.75,531.75,strong_monsoon_start,0.4-4,common_same_date,531.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,171,531.75,81,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,5.2748407550123995,2.6374203775061997,526.4751592449876,537.0248407550124,10.549681510024811,0.9544997361036418,517.95,540.0
82,548.25,548.25,strong_monsoon_start,0.4-4,common_same_date,548.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,173,548.25,82,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,5.554170630920899,2.7770853154604493,542.6958293690791,550.9,8.204170630920885,0.8072682455325234,540.0,550.9
83,553.55,553.55,strong_monsoon_start,0.4-4,common_same_date,553.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,176,553.55,83,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,5.64699674783862,2.82349837391931,550.9,554.5999999999999,3.699999999999932,0.4710281544601739,550.9,554.5999999999999
84,555.65,555.65,strong_monsoon_start,0.4-4,common_same_date,555.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,178,555.65,84,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,5.684204628482119,2.8421023142410595,554.5999999999999,557.4,2.800000000000068,0.3750692940014894,554.5999999999999,557.4
85,559.15,559.15,strong_monsoon_start,0.4-4,common_same_date,559.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,180,559.15,85,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,5.746763338428802,2.873381669214401,557.4,560.2,2.800000000000068,0.37135272778392237,557.4,560.2
86,561.25,561.25,strong_monsoon_start,0.4-4,common_same_date,561.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,182,561.25,86,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,5.7846285707669844,2.8923142853834922,560.2,561.75,1.5499999999999545,0.21033312746864463,560.2,561.75
87,562.25,562.25,strong_monsoon_start,0.4-4,common_same_date,562.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,183,562.25,87,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,5.802747220695482,2.901373610347741,561.75,568.0527472206954,6.302747220695437,0.545661669328675,561.75,571.275
88,580.3,580.3,strong_monsoon_start,0.4-4,common_same_date,580.3,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,185,580.3,88,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,6.139722332794272,3.069861166397136,574.1602776672057,581.625,7.464722332794281,0.6442394624707798,571.275,581.625
89,582.95,582.95,strong_monsoon_start,0.4-4,common_same_date,582.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,186,582.95,89,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,6.190816119963109,3.0954080599815543,581.625,588.425,6.7999999999999545,0.6272260019413148,581.625,588.425
90,593.9,593.9,strong_monsoon_start,0.4-4,common_same_date,593.9,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,188,593.9,90,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,6.406487318612809,3.2032436593064046,588.425,598.95,10.525000000000091,0.8988413013312929,588.425,598.95
91,604.0,604.0,strong_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,8,191,604.0,91,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,6.61207128217766,3.30603564108883,598.95,610.6120712821777,11.662071282177635,0.9139326527735937,598.95,614.825
92,625.65,625.65,strong_monsoon_start,0.4-4,common_same_date,625.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,193,625.65,92,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,7.075252033917767,3.5376260169588836,618.5747479660822,626.5999999999999,8.025252033917695,0.5831086660664737,614.825,626.5999999999999
93,627.55,627.55,strong_monsoon_start,0.4-4,date_shifted_relative_to_other_window,627.4,0.15,Rousseau et al. 2023 Scientific Reports Table 1,8,194,627.55,93,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,7.11741763830279,3.558708819151395,626.5999999999999,628.825,2.2250000000001364,0.24517807637843758,626.5999999999999,628.825
94,630.1,630.1,strong_monsoon_start,0.4-4,common_same_date,630.1,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,196,630.1,94,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,7.17440356447477,3.587201782237385,628.825,631.7,2.875,0.3110786035339171,628.825,631.7
95,633.3,633.3,strong_monsoon_start,0.4-4,common_same_date,633.3,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,198,633.3,95,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,7.246561237191087,3.6232806185955435,631.7,635.7,4.0,0.4167437384353069,631.7,635.7
96,638.1,638.1,strong_monsoon_start,0.4-4,common_same_date,638.1,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,201,638.1,96,strong_monsoon_start,Strong monsoon starts,Strong,#d95f02,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,7.356160778395075,3.6780803891975373,635.7,640.0,4.2999999999999545,0.44023841907086964,635.7,640.0
1,3.5,3.5,weak_monsoon_start,0.4-4,common_same_date,3.5,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,1,3.5,1,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.0110057316388499,0.5055028658194249,2.48899426836115,4.51100573163885,2.0220114632776998,0.9544997361036416,0.0,8.1395
2,12.779,12.779,weak_monsoon_start,0.4-4,common_same_date,12.779,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,4,12.779,2,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.0407732294675185,0.5203866147337592,11.738226770532481,13.819773229467518,2.081546458935037,0.9544997361036416,8.1395,15.307
3,17.835,17.835,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,5,6,17.835,3,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.0573604060241701,0.5286802030120851,16.77763959397583,18.89236040602417,2.11472081204834,0.9544997361036416,15.307,21.2125
4,24.59,24.59,weak_monsoon_start,0.4-4,common_same_date,24.59,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,8,24.59,4,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.0799347414269558,0.5399673707134779,23.510065258573043,25.619999999999997,2.1099347414269545,0.9490233988404114,21.2125,25.619999999999997
5,26.65,26.65,weak_monsoon_start,0.4-4,common_same_date,26.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,9,26.65,5,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.0869144243326474,0.5434572121663237,25.619999999999997,27.1025,1.4825000000000017,0.7684458219503099,25.619999999999997,27.1025
6,27.555,27.555,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,5,10,27.555,6,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.08999498712966,0.54499749356483,27.1025,28.134999999999998,1.0324999999999989,0.653196109767159,27.1025,28.134999999999998
7,28.715,28.715,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,28.625,0.09,Rousseau et al. 2023 Scientific Reports Table 1,5,12,28.715,7,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.0939563234298006,0.5469781617149003,28.134999999999998,29.567500000000003,1.4325000000000045,0.7959622595867346,28.134999999999998,29.567500000000003
8,30.42,30.42,weak_monsoon_start,0.4-4,common_same_date,30.42,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,14,30.42,8,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.0998049520378248,0.5499024760189124,29.567500000000003,31.1975,1.629999999999999,0.8607646924912418,29.567500000000003,31.1975
9,31.975,31.975,weak_monsoon_start,0.4-4,common_same_date,31.975,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,15,31.975,9,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1051663022538403,0.5525831511269201,31.1975,32.697500000000005,1.5000000000000036,0.8247682300062342,31.1975,32.697500000000005
10,33.42,33.42,weak_monsoon_start,0.4-4,common_same_date,33.42,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,17,33.42,10,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1101718149116035,0.5550859074558018,32.697500000000005,34.085,1.3874999999999957,0.7880174516619389,32.697500000000005,34.085
11,34.75,34.75,weak_monsoon_start,0.4-4,common_same_date,34.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,19,34.75,11,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1147989923661683,0.5573994961830842,34.085,35.75,1.6649999999999991,0.8471702213013954,34.085,35.75
12,36.75,36.75,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,36.605,0.145,Rousseau et al. 2023 Scientific Reports Table 1,5,21,36.75,12,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1217934970256709,0.5608967485128354,35.75,37.87179349702567,2.1217934970256707,0.9399452654130759,35.75,38.3525
13,39.955,39.955,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,39.99,-0.035,Rousseau et al. 2023 Scientific Reports Table 1,5,23,39.955,13,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1330938051501196,0.5665469025750598,38.82190619484988,41.088093805150116,2.2661876103002356,0.9544997361036414,38.3525,41.215
14,42.475,42.475,weak_monsoon_start,0.4-4,common_same_date,42.475,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,25,42.475,14,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1420588107268401,0.5710294053634201,41.332941189273164,43.480000000000004,2.14705881072684,0.9380442197895917,41.215,43.480000000000004
15,44.485,44.485,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,44.44,0.045,Rousseau et al. 2023 Scientific Reports Table 1,5,27,44.485,15,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1492602784778165,0.5746301392389083,43.480000000000004,45.1075,1.6274999999999977,0.8205138429588205,43.480000000000004,45.1075
16,45.73,45.73,weak_monsoon_start,0.4-4,common_same_date,45.73,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,28,45.73,16,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1537436496739284,0.5768718248369642,45.1075,46.883743649673924,1.7762436496739227,0.836977370536337,45.1075,47.099999999999994
17,48.47,48.47,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,48.86,-0.39,Rousseau et al. 2023 Scientific Reports Table 1,5,30,48.47,17,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.163672385138777,0.5818361925693885,47.306327614861225,48.695,1.3886723851387757,0.6277632196114188,47.099999999999994,48.695
18,48.92,48.92,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,5,31,48.92,18,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1653111442730066,0.5826555721365033,48.695,50.08531114427301,1.3903111442730065,0.6275618759042987,48.695,52.075
19,55.23,55.23,weak_monsoon_start,0.4-4,common_same_date,55.23,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,35,55.23,19,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.1885350208270575,0.5942675104135288,54.041464979172936,55.775,1.7335350208270626,0.7977035423160352,52.075,55.775
20,56.32,56.32,weak_monsoon_start,0.4-4,common_same_date,56.32,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,37,56.32,20,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.192593376240635,0.5962966881203176,55.775,57.51259337624064,1.737593376240639,0.7968847599373307,55.775,62.4875
21,68.655,68.655,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,5,41,68.655,21,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.2394969984443178,0.6197484992221589,67.41550300155568,69.11500000000001,1.6994969984443316,0.7482778603208408,62.4875,69.11500000000001
22,69.575,69.575,weak_monsoon_start,0.4-4,common_same_date,69.575,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,43,69.575,22,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.2430683149062778,0.6215341574531389,69.11500000000001,69.86500000000001,0.75,0.44998403958436534,69.11500000000001,69.86500000000001
23,70.155,70.155,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,5,44,70.155,23,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.2453250900468003,0.6226625450234001,69.86500000000001,71.4003250900468,1.535325090046797,0.6565497184624685,69.86500000000001,71.7775
24,73.4,73.4,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,73.35,0.05,Rousseau et al. 2023 Scientific Reports Table 1,5,46,73.4,24,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.2580271477623868,0.6290135738811934,72.14197285223761,74.6580271477624,2.516054295524782,0.9544997361036422,71.7775,75.45500000000001
25,77.51,77.51,weak_monsoon_start,0.4-4,common_same_date,77.51,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,49,77.51,25,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.2743012578081439,0.6371506289040719,76.23569874219186,78.78430125780815,2.5486025156162952,0.9544997361036422,75.45500000000001,82.9675
26,88.425,88.425,weak_monsoon_start,0.4-4,common_same_date,88.425,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,53,88.425,26,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.3185499569882535,0.6592749784941268,87.10645004301175,89.74354995698825,2.637099913976499,0.9544997361036409,82.9675,93.5375
27,98.65,98.65,weak_monsoon_start,0.4-4,common_same_date,98.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,55,98.65,27,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.3613944266462097,0.6806972133231048,97.28860557335379,99.5,2.2113944266462084,0.8713660562264416,93.5375,99.5
28,100.35,100.35,weak_monsoon_start,0.4-4,common_same_date,100.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,56,100.35,28,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.3686513111121463,0.6843256555560732,99.5,101.71865131111214,2.21865131111214,0.8701497920472616,99.5,103.05
29,105.75,105.75,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,6,58,105.75,29,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.391960656222209,0.6959803281111046,104.35803934377779,106.05,1.6919606562222071,0.6440326483741473,103.05,106.05
30,106.35,106.35,weak_monsoon_start,0.4-4,common_same_date,106.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,59,106.35,30,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.3945749661275613,0.6972874830637806,106.05,107.74457496612756,1.6945749661275613,0.6437388300180363,106.05,111.9
31,117.45,117.45,weak_monsoon_start,0.4-4,common_same_date,117.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,61,117.45,31,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.4438351234747655,0.7219175617373828,116.00616487652523,118.89383512347477,2.88767024694954,0.9544997361036422,111.9,119.0
32,120.55,120.55,weak_monsoon_start,0.4-4,common_same_date,120.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,62,120.55,32,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.4579006969661032,0.7289503484830516,119.09209930303389,122.0079006969661,2.915801393932213,0.954499736103642,119.0,126.9
33,133.25,133.25,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,6,65,133.25,33,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.516969192623077,0.7584845963115385,131.73303080737693,134.4,2.666969192623071,0.9125130835830653,126.9,134.4
34,135.55,135.55,weak_monsoon_start,0.4-4,common_same_date,135.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,66,135.55,34,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.5279198304098423,0.7639599152049211,134.4,137.07791983040985,2.6779198304098486,0.9111282590027059,134.4,137.45
35,139.35,139.35,weak_monsoon_start,0.4-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,6,67,139.35,35,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.5461856430266399,0.7730928215133199,137.80381435697336,140.89618564302663,3.0923712860532646,0.9544997361036405,137.45,140.95
36,142.55,142.55,weak_monsoon_start,0.4-4,common_same_date,142.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,68,142.55,36,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.561736585655664,0.780868292827832,140.98826341434435,143.2,2.2117365856556432,0.7746601577443465,140.95,143.2
37,143.85,143.85,weak_monsoon_start,0.4-4,date_shifted_relative_to_other_window,143.95,-0.1,Rousseau et al. 2023 Scientific Reports Table 1,6,69,143.85,37,weak_monsoon_start,Weak monsoon starts,Weak,#6a3d9a,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,1.5680987605223904,0.7840493802611952,143.2,145.41809876052238,2.2180987605223947,0.7737059870385703,143.2,145.45
